date,product_id,category,state,city,store_format,season,price,discount,past_sales,stock_on_hand,reorder_level,lead_time_days,demand
2024-10-29,IN-SKU-10216,Electronics,Delhi NCR,Gurugram,Online,festival,979.62,0,248.0,408,141,9,231.9
2023-07-29,IN-SKU-10217,Home Care,Karnataka,Mysuru,Convenience Store,monsoon,491.87,3,,248,131,6,115.2
2025-02-15,IN-SKU-10218,Home Care,Maharashtra,Nagpur,Hypermarket,winter,421.59,29,113.0,407,170,6,191.77
2025-11-29,IN-SKU-10219,Staples,Telangana,Hyderabad,Online,festival,489.16,9,84.0,363,172,2,164.38
2025-05-10,IN-SKU-10220,Electronics,Telangana,Warangal,Supermarket,summer,19601.54,25,316.0,80,118,7,129.41
2025-07-28,IN-SKU-10221,Staples,Kerala,Kochi,Convenience Store,monsoon,,2,120.0,358,48,6,128.49
2023-02-08,IN-SKU-10222,Personal Care,Kerala,Kozhikode,Supermarket,winter,,39,166.0,76,83,8,171.94
2023-05-26,IN-SKU-10223,FMCG,Maharashtra,Pune,Hypermarket,summer,206.96,11,,131,81,6,229.3
2023-12-02,IN-SKU-10224,FMCG,Kerala,Kochi,Supermarket,winter,138.04,26,156.0,177,88,5,211.97
2025-07-17,IN-SKU-10225,FMCG,Karnataka,Bengaluru,Hypermarket,monsoon,178.1,24,146.0,60,144,9,229.25
2023-12-22,IN-SKU-10226,Home Care,Maharashtra,Nagpur,Supermarket,winter,607.66,24,209.0,391,81,6,201.17
2024-02-06,IN-SKU-10227,FMCG,Kerala,Kozhikode,Supermarket,winter,444.87,22,24.0,201,55,3,143.57
2023-01-04,IN-SKU-10228,Staples,Kerala,Kochi,Supermarket,winter,76.29,40,303.0,126,178,8,288.53
2024-08-23,IN-SKU-10229,Staples,Kerala,Kochi,Online,monsoon,201.6,38,171.0,363,143,9,221.77
2024-03-29,IN-SKU-10230,Staples,Delhi NCR,Noida,Online,summer,157.82,15,110.0,32,71,8,187.58
2025-02-21,IN-SKU-10231,Personal Care,Tamil Nadu,Chennai,Supermarket,winter,358.38,7,124.0,306,85,5,134.15
2023-04-21,IN-SKU-10232,FMCG,Delhi NCR,Delhi,Online,summer,177.2,23,31.0,217,121,8,181.18
2025-01-13,IN-SKU-10233,Home Care,Tamil Nadu,Chennai,Online,winter,,5,233.0,305,101,3,217.28
2024-07-31,IN-SKU-10234,Staples,Maharashtra,Mumbai,Supermarket,monsoon,415.93,21,24.0,391,54,5,120.66
2025-11-01,IN-SKU-10235,Perishables,Maharashtra,Nagpur,Supermarket,festival,92.63,9,77.0,171,168,4,157.53
2024-01-10,IN-SKU-10236,FMCG,Telangana,Hyderabad,Supermarket,winter,349.01,3,317.0,391,92,7,245.83
2025-10-19,IN-SKU-10237,Home Care,Telangana,Hyderabad,Online,festival,679.99,31,150.0,326,61,3,210.37
2023-03-16,IN-SKU-10238,Electronics,Delhi NCR,Gurugram,Convenience Store,summer,3200.96,3,216.0,33,63,4,159.0
2025-05-29,IN-SKU-10239,FMCG,Karnataka,Mysuru,Supermarket,summer,206.88,35,32.0,199,133,9,162.23
2025-07-21,IN-SKU-10240,Perishables,Kerala,Kochi,Online,monsoon,130.75,36,118.0,221,144,8,184.65
2024-02-15,IN-SKU-10241,Perishables,Karnataka,Bengaluru,Convenience Store,winter,127.49,6,267.0,122,175,6,245.93
2024-06-28,IN-SKU-10242,FMCG,Delhi NCR,Gurugram,Hypermarket,summer,105.54,34,265.0,253,85,4,268.27
2025-10-27,IN-SKU-10243,Personal Care,Maharashtra,Pune,Supermarket,festival,562.2,23,264.0,47,46,3,248.38
2023-03-18,IN-SKU-10244,Electronics,Karnataka,Bengaluru,Online,summer,5736.4,4,116.0,255,61,4,102.11
2024-05-31,IN-SKU-10245,Electronics,Maharashtra,Nagpur,Hypermarket,summer,24513.74,4,164.0,388,149,4,64.5
2024-10-02,IN-SKU-10246,Perishables,Delhi NCR,Gurugram,Hypermarket,festival,137.64,38,144.0,96,86,8,260.46
2024-06-07,IN-SKU-10247,FMCG,Tamil Nadu,Coimbatore,Convenience Store,summer,175.69,2,216.0,57,105,7,184.91
2024-03-16,IN-SKU-10248,Perishables,Delhi NCR,Gurugram,Hypermarket,summer,159.66,5,109.0,44,157,6,195.28
2024-12-29,IN-SKU-10249,Perishables,Kerala,Kochi,Convenience Store,winter,120.92,8,123.0,233,138,4,173.42
2023-11-14,IN-SKU-10250,Staples,Karnataka,Bengaluru,Online,festival,525.17,39,37.0,191,140,5,215.2
2025-05-27,IN-SKU-10251,Staples,Kerala,Kochi,Supermarket,summer,499.67,3,172.0,309,55,2,170.69
2025-10-12,IN-SKU-10252,Home Care,Karnataka,Bengaluru,Online,festival,104.41,30,186.0,106,140,2,247.36
2024-06-19,IN-SKU-10253,Perishables,Kerala,Kochi,Convenience Store,summer,73.13,7,48.0,375,111,8,122.41
2023-10-29,IN-SKU-10254,Personal Care,Telangana,Hyderabad,Convenience Store,festival,318.41,39,109.0,35,138,7,202.15
2025-09-12,IN-SKU-10255,Electronics,Maharashtra,Nagpur,Convenience Store,monsoon,13549.36,29,165.0,194,162,4,104.28
2024-09-05,IN-SKU-10256,Electronics,Kerala,Kochi,Online,monsoon,2803.63,24,135.0,92,45,5,158.17
2023-10-29,IN-SKU-10257,Staples,Telangana,Hyderabad,Online,festival,64.72,31,40.0,181,48,10,197.54
2024-03-11,IN-SKU-10258,FMCG,Delhi NCR,Delhi,Convenience Store,summer,241.67,8,194.0,170,65,9,199.49
2025-03-17,IN-SKU-10259,Home Care,Kerala,Kochi,Hypermarket,summer,460.39,28,40.0,88,88,7,138.69
2025-11-05,IN-SKU-10260,FMCG,Telangana,Hyderabad,Online,festival,381.75,29,46.0,29,85,2,185.53
2025-03-16,IN-SKU-10261,Staples,Telangana,Hyderabad,Convenience Store,summer,340.78,22,170.0,415,165,2,196.37
2025-11-01,IN-SKU-10262,Electronics,Maharashtra,Mumbai,Convenience Store,festival,19390.62,19,98.0,187,156,8,52.48
2023-10-18,IN-SKU-10263,Perishables,Kerala,Thiruvananthapuram,Supermarket,festival,114.91,13,64.0,368,153,2,178.59
2024-05-10,IN-SKU-10264,Perishables,Tamil Nadu,Coimbatore,Supermarket,summer,,34,34.0,324,84,3,189.39
2024-01-03,IN-SKU-10265,Personal Care,Tamil Nadu,Chennai,Convenience Store,winter,361.73,2,23.0,258,86,7,90.32
2024-03-10,IN-SKU-10266,Staples,Telangana,Warangal,Convenience Store,summer,524.32,5,245.0,377,108,8,171.19
2024-07-31,IN-SKU-10267,Perishables,Karnataka,Mysuru,Online,monsoon,197.29,12,312.0,186,112,10,276.88
2024-01-17,IN-SKU-10268,Staples,Maharashtra,Pune,Supermarket,winter,608.53,9,57.0,99,58,8,152.72
2023-06-17,IN-SKU-10269,FMCG,Delhi NCR,Noida,Convenience Store,summer,297.13,29,247.0,351,52,4,223.36
2024-05-28,IN-SKU-10270,Electronics,Telangana,Warangal,Convenience Store,summer,18819.83,28,151.0,322,135,5,78.49
2023-01-08,IN-SKU-10271,Staples,Telangana,Warangal,Convenience Store,winter,74.69,22,141.0,253,159,6,184.58
2024-11-12,IN-SKU-10272,Home Care,Tamil Nadu,Chennai,Convenience Store,festival,440.13,26,201.0,60,149,2,218.34
2025-12-06,IN-SKU-10273,FMCG,Delhi NCR,Gurugram,Convenience Store,winter,127.02,27,240.0,350,166,2,236.23
2023-11-21,IN-SKU-10274,Home Care,Kerala,Kozhikode,Convenience Store,festival,428.23,18,130.0,40,89,4,185.98
2023-06-26,IN-SKU-10275,Staples,Kerala,Kozhikode,Supermarket,summer,108.98,38,121.0,346,50,4,192.28
2025-05-28,IN-SKU-10276,Personal Care,Tamil Nadu,Coimbatore,Online,summer,397.8,4,35.0,389,175,3,112.77
2025-12-22,IN-SKU-10277,Home Care,Karnataka,Mysuru,Hypermarket,winter,102.7,8,224.0,400,149,7,208.61
2025-07-15,IN-SKU-10278,Electronics,Maharashtra,Pune,Hypermarket,monsoon,18217.38,38,158.0,187,137,9,65.03
2025-02-08,IN-SKU-10279,FMCG,Telangana,Hyderabad,Supermarket,winter,262.67,34,84.0,85,92,10,192.65
2025-04-25,IN-SKU-10280,FMCG,Karnataka,Bengaluru,Online,summer,409.53,37,268.0,272,79,10,270.62
2024-07-17,IN-SKU-10281,Electronics,Tamil Nadu,Coimbatore,Convenience Store,monsoon,22023.09,0,133.0,24,89,3,12.83
2023-01-01,IN-SKU-10282,Perishables,Kerala,Thiruvananthapuram,Hypermarket,winter,117.57,13,310.0,89,104,2,270.11
2024-08-25,IN-SKU-10283,Personal Care,Karnataka,Bengaluru,Online,monsoon,299.59,20,227.0,30,178,6,246.35
2025-08-14,IN-SKU-10284,Personal Care,Maharashtra,Nagpur,Convenience Store,monsoon,493.92,25,201.0,178,88,8,207.13
2024-05-17,IN-SKU-10285,FMCG,Karnataka,Bengaluru,Hypermarket,summer,346.67,40,268.0,238,94,6,276.75
2025-05-27,IN-SKU-10286,Electronics,Delhi NCR,Noida,Supermarket,summer,23520.06,5,43.0,97,142,5,8.0
2025-08-08,IN-SKU-10287,Staples,Kerala,Kochi,Hypermarket,monsoon,509.43,6,287.0,281,150,7,216.35
2025-03-14,IN-SKU-10288,Perishables,Delhi NCR,Gurugram,Online,summer,267.17,3,143.0,286,157,5,180.07
2024-06-21,IN-SKU-10289,Personal Care,Maharashtra,Mumbai,Supermarket,summer,619.48,5,125.0,374,85,2,115.01
2023-12-08,IN-SKU-10290,Staples,Tamil Nadu,Chennai,Supermarket,winter,565.84,11,266.0,380,168,7,246.0
2024-01-20,IN-SKU-10291,Staples,Telangana,Warangal,Hypermarket,winter,384.03,38,122.0,135,53,5,206.88
2024-10-07,IN-SKU-10292,Personal Care,Kerala,Kozhikode,Hypermarket,festival,420.02,36,159.0,103,128,4,216.97
2025-02-20,IN-SKU-10293,Staples,Tamil Nadu,Coimbatore,Online,winter,221.09,31,284.0,311,90,9,283.75
2023-07-06,IN-SKU-10294,Staples,Delhi NCR,Delhi,Convenience Store,monsoon,495.47,40,155.0,390,167,2,167.97
2024-08-11,IN-SKU-10295,Home Care,Maharashtra,Nagpur,Hypermarket,monsoon,344.04,9,93.0,216,69,7,139.46
2024-10-27,IN-SKU-10296,Staples,Maharashtra,Nagpur,Convenience Store,festival,315.6,23,139.0,208,112,4,229.64
2023-05-14,IN-SKU-10297,Home Care,Kerala,Kozhikode,Hypermarket,summer,616.39,33,276.0,81,81,7,237.03
2025-05-08,IN-SKU-10298,Personal Care,Tamil Nadu,Chennai,Supermarket,summer,489.36,9,304.0,172,97,3,245.13
2024-06-27,IN-SKU-10299,Home Care,Delhi NCR,Delhi,Supermarket,summer,343.51,6,281.0,295,159,10,215.79
2025-03-11,IN-SKU-10300,Staples,Tamil Nadu,Coimbatore,Online,summer,184.12,29,71.0,277,120,5,161.21
2023-11-26,IN-SKU-10301,Home Care,Telangana,Warangal,Supermarket,festival,417.13,5,317.0,24,99,6,259.52
2025-10-08,IN-SKU-10302,Staples,Tamil Nadu,Chennai,Supermarket,festival,493.19,14,,74,86,9,272.25
2025-09-12,IN-SKU-10303,Staples,Maharashtra,Nagpur,Supermarket,monsoon,209.59,12,158.0,92,152,7,216.68
2023-04-13,IN-SKU-10304,Home Care,Karnataka,Mysuru,Supermarket,summer,592.42,3,128.0,333,108,9,136.84
2025-04-24,IN-SKU-10305,FMCG,Kerala,Kozhikode,Convenience Store,summer,382.51,1,44.0,372,121,2,126.29
2024-07-11,IN-SKU-10306,Staples,Tamil Nadu,Coimbatore,Convenience Store,monsoon,601.06,27,50.0,146,124,7,137.31
2024-07-08,IN-SKU-10307,Home Care,Kerala,Kochi,Online,monsoon,188.39,27,259.0,374,74,4,221.18
2024-10-22,IN-SKU-10308,Staples,Kerala,Thiruvananthapuram,Supermarket,festival,126.81,26,55.0,61,151,6,233.43
2023-12-11,IN-SKU-10309,Personal Care,Telangana,Warangal,Hypermarket,winter,845.36,28,135.0,354,117,6,149.16
2023-09-03,IN-SKU-10310,Staples,Delhi NCR,Noida,Convenience Store,monsoon,258.74,34,223.0,328,146,6,254.49
2024-10-29,IN-SKU-10311,FMCG,Maharashtra,Pune,Supermarket,,171.44,24,239.0,93,152,7,304.19
2023-08-09,IN-SKU-10312,FMCG,Delhi NCR,Delhi,Supermarket,monsoon,266.85,28,104.0,258,148,6,185.69
2025-04-05,IN-SKU-10313,FMCG,Telangana,Warangal,Online,summer,442.01,27,241.0,206,52,10,225.29
2024-07-26,IN-SKU-10314,Staples,Tamil Nadu,Chennai,Hypermarket,monsoon,544.98,9,,277,92,8,201.44
2024-07-26,IN-SKU-10315,Home Care,Kerala,Thiruvananthapuram,Hypermarket,monsoon,373.62,1,,103,147,8,143.74
2024-10-05,IN-SKU-10316,Perishables,Maharashtra,Mumbai,Hypermarket,festival,132.14,31,264.0,148,100,4,296.7
2024-05-23,IN-SKU-10317,Home Care,Karnataka,Mysuru,Hypermarket,summer,357.67,17,177.0,147,73,8,182.86
2025-07-04,IN-SKU-10318,Staples,Maharashtra,Nagpur,Online,monsoon,66.91,16,,203,165,8,198.29
2025-08-23,IN-SKU-10319,Perishables,Telangana,Hyderabad,Hypermarket,monsoon,20.26,11,68.0,57,71,3,161.89
2024-05-29,IN-SKU-10320,FMCG,Karnataka,Bengaluru,Online,summer,79.95,9,58.0,78,71,8,176.97
2024-12-08,IN-SKU-10321,FMCG,Karnataka,Mysuru,Online,winter,119.67,40,206.0,188,120,9,259.46
2023-12-03,IN-SKU-10322,Perishables,Maharashtra,Pune,Convenience Store,winter,271.66,40,37.0,389,100,7,157.28
2025-08-14,IN-SKU-10323,Personal Care,Maharashtra,Pune,Hypermarket,monsoon,190.19,21,93.0,361,79,9,147.65
2025-05-02,IN-SKU-10324,FMCG,Delhi NCR,Gurugram,Convenience Store,summer,59.9,0,196.0,293,79,3,232.84
2024-01-11,IN-SKU-10325,FMCG,Tamil Nadu,Coimbatore,Convenience Store,winter,400.99,24,220.0,208,151,10,205.47
2025-09-29,IN-SKU-10326,Electronics,Telangana,Warangal,Supermarket,monsoon,22936.86,0,70.0,133,134,10,8.0
2024-08-13,IN-SKU-10327,Home Care,Tamil Nadu,Chennai,Supermarket,monsoon,600.38,39,64.0,385,108,3,129.05
2025-01-24,IN-SKU-10328,Perishables,Maharashtra,Pune,Online,winter,227.29,0,310.0,60,168,7,280.95
2025-10-12,IN-SKU-10329,Perishables,Karnataka,Bengaluru,Convenience Store,festival,67.66,13,160.0,280,71,4,231.97
2025-10-21,IN-SKU-10330,Personal Care,Karnataka,Bengaluru,Convenience Store,festival,661.55,33,282.0,265,68,7,276.49
2025-02-26,IN-SKU-10331,Perishables,Karnataka,Bengaluru,Supermarket,winter,162.71,2,68.0,264,72,10,143.28
2023-06-03,IN-SKU-10332,Staples,Telangana,Warangal,Hypermarket,summer,441.34,22,83.0,411,160,3,171.24
2024-12-02,IN-SKU-10333,Home Care,Karnataka,Bengaluru,Supermarket,winter,598.86,10,196.0,64,117,7,184.9
2023-10-10,IN-SKU-10334,Home Care,Telangana,Hyderabad,Convenience Store,,266.67,36,232.0,399,148,9,244.45
2024-04-22,IN-SKU-10335,Home Care,Telangana,Hyderabad,Hypermarket,summer,462.39,16,114.0,76,101,3,180.35
2023-01-06,IN-SKU-10336,Home Care,Karnataka,Mysuru,Supermarket,winter,250.11,15,89.0,414,65,5,174.64
2025-09-25,IN-SKU-10337,Personal Care,Maharashtra,Mumbai,Hypermarket,monsoon,836.4,7,249.0,198,105,8,180.36
2023-07-12,IN-SKU-10338,Electronics,Kerala,Kochi,Supermarket,monsoon,24897.36,26,49.0,279,156,6,8.0
2025-08-05,IN-SKU-10339,FMCG,Kerala,Thiruvananthapuram,Supermarket,monsoon,147.01,25,199.0,196,153,4,213.93
2023-12-17,IN-SKU-10340,Perishables,Kerala,Kochi,Supermarket,winter,210.22,18,154.0,26,87,2,224.16
2024-08-13,IN-SKU-10341,Electronics,Tamil Nadu,Chennai,Supermarket,monsoon,17359.72,35,202.0,126,149,2,136.75
2023-10-01,IN-SKU-10342,Home Care,Karnataka,Bengaluru,Supermarket,festival,217.52,32,156.0,238,145,6,195.47
2024-03-03,IN-SKU-10343,FMCG,Delhi NCR,Delhi,Supermarket,summer,196.96,19,97.0,87,66,7,158.27
2023-03-01,IN-SKU-10344,Personal Care,Delhi NCR,Noida,Convenience Store,summer,338.44,31,213.0,94,104,8,219.43
2025-01-16,IN-SKU-10345,Personal Care,Telangana,Hyderabad,Hypermarket,winter,591.25,29,67.0,289,147,3,140.84
2024-12-14,IN-SKU-10346,Perishables,Maharashtra,Nagpur,Hypermarket,winter,69.51,13,77.0,236,82,8,173.01
2025-03-14,IN-SKU-10347,Electronics,Delhi NCR,Delhi,Supermarket,,1824.89,17,236.0,324,113,4,206.44
2023-03-20,IN-SKU-10348,Perishables,Tamil Nadu,Chennai,Supermarket,summer,278.96,15,39.0,350,81,2,123.3
2023-03-15,IN-SKU-10349,FMCG,Tamil Nadu,Chennai,Supermarket,summer,283.39,35,126.0,69,153,4,192.07
2023-02-20,IN-SKU-10350,Electronics,Maharashtra,Nagpur,Supermarket,winter,27514.01,2,309.0,77,172,3,102.77
2023-03-12,IN-SKU-10351,FMCG,Tamil Nadu,Chennai,Supermarket,summer,285.72,3,315.0,288,133,4,258.2
2024-06-07,IN-SKU-10352,Home Care,Tamil Nadu,Chennai,Hypermarket,summer,82.92,1,172.0,394,129,2,160.38
2025-06-24,IN-SKU-10353,FMCG,Telangana,Hyderabad,Convenience Store,summer,393.59,2,62.0,135,122,3,117.65
2023-09-26,IN-SKU-10354,Personal Care,Karnataka,Bengaluru,Hypermarket,monsoon,526.21,28,48.0,81,121,7,148.35
2023-12-06,IN-SKU-10355,Personal Care,Delhi NCR,Noida,Online,winter,410.03,37,21.0,45,76,2,122.12
2024-11-18,IN-SKU-10356,Home Care,Kerala,Kochi,Convenience Store,festival,178.11,28,244.0,161,79,9,235.31
2023-03-24,IN-SKU-10357,Home Care,Telangana,Warangal,Convenience Store,summer,546.02,11,61.0,343,151,3,110.46
2023-11-20,IN-SKU-10358,Staples,Karnataka,Bengaluru,Supermarket,festival,358.57,19,49.0,85,114,5,191.68
2023-09-22,IN-SKU-10359,Perishables,Telangana,Hyderabad,Online,monsoon,166.37,14,295.0,139,151,8,251.47
2023-11-21,IN-SKU-10360,Home Care,Kerala,Kochi,Hypermarket,festival,730.81,32,185.0,128,100,6,217.49
2023-10-30,IN-SKU-10361,Perishables,Tamil Nadu,Chennai,Convenience Store,festival,31.17,4,43.0,298,66,2,149.59
2025-07-09,IN-SKU-10362,FMCG,Kerala,Kochi,Convenience Store,monsoon,429.89,9,62.0,403,171,4,117.12
2025-01-26,IN-SKU-10363,Home Care,Tamil Nadu,Coimbatore,Hypermarket,winter,437.35,28,117.0,62,173,3,199.61
2023-02-07,IN-SKU-10364,FMCG,Telangana,Hyderabad,Convenience Store,winter,295.82,3,146.0,56,50,3,173.07
2024-11-10,IN-SKU-10365,Staples,Tamil Nadu,Coimbatore,Hypermarket,festival,629.61,23,246.0,218,174,5,288.4
2023-05-29,IN-SKU-10366,Perishables,Delhi NCR,Gurugram,Online,summer,206.86,13,34.0,44,169,5,180.24
2023-12-18,IN-SKU-10367,Electronics,Maharashtra,Mumbai,Hypermarket,winter,17515.07,38,107.0,45,110,5,115.32
2023-04-17,IN-SKU-10368,FMCG,Maharashtra,Nagpur,Hypermarket,summer,328.69,12,260.0,261,119,3,249.79
2023-04-12,IN-SKU-10369,FMCG,Delhi NCR,Noida,Online,summer,149.11,20,27.0,117,55,8,131.47
2024-01-01,IN-SKU-10370,Perishables,Karnataka,Mysuru,Hypermarket,winter,108.44,36,266.0,83,95,8,284.44
2024-05-09,IN-SKU-10371,Staples,Tamil Nadu,Coimbatore,Convenience Store,summer,282.59,32,29.0,66,115,10,151.6
2023-08-08,IN-SKU-10372,Staples,Kerala,Kochi,Hypermarket,monsoon,455.16,14,220.0,147,161,3,222.95
2025-08-04,IN-SKU-10373,Perishables,Karnataka,Bengaluru,Convenience Store,monsoon,188.33,12,60.0,196,95,5,126.03
2025-08-09,IN-SKU-10374,Staples,Delhi NCR,Delhi,Hypermarket,monsoon,51.13,6,294.0,201,116,7,267.1
2023-06-02,IN-SKU-10375,Staples,Delhi NCR,Gurugram,Supermarket,summer,459.57,37,184.0,397,171,10,214.87
2025-08-21,IN-SKU-10376,Electronics,Maharashtra,Pune,Supermarket,monsoon,20901.18,28,298.0,49,159,9,134.54
2024-06-08,IN-SKU-10377,Home Care,Karnataka,Mysuru,Hypermarket,summer,687.82,2,283.0,345,155,2,210.57
2025-08-17,IN-SKU-10378,Personal Care,Karnataka,Mysuru,Supermarket,monsoon,489.39,4,36.0,139,108,6,76.13
2023-03-12,IN-SKU-10379,Home Care,Tamil Nadu,Coimbatore,Online,summer,309.32,2,217.0,181,59,4,191.86
2025-01-12,IN-SKU-10380,Electronics,Maharashtra,Nagpur,Online,winter,16035.14,36,187.0,413,166,3,135.25
2023-06-15,IN-SKU-10381,Perishables,Karnataka,Mysuru,Supermarket,summer,175.02,13,99.0,95,147,4,162.38
2023-04-22,IN-SKU-10382,Personal Care,Delhi NCR,Delhi,Convenience Store,summer,335.6,13,266.0,296,50,10,214.19
2023-02-02,IN-SKU-10383,Home Care,Maharashtra,Mumbai,Online,winter,684.54,40,26.0,336,55,2,124.33
2024-01-18,IN-SKU-10384,Home Care,Maharashtra,Pune,Convenience Store,winter,495.21,11,110.0,144,110,5,129.59
2024-07-05,IN-SKU-10385,Perishables,Kerala,Kozhikode,Hypermarket,monsoon,132.41,22,268.0,383,102,9,254.22
2023-11-07,IN-SKU-10386,Home Care,Kerala,Thiruvananthapuram,Convenience Store,festival,548.99,28,244.0,290,74,3,235.69
2024-11-07,IN-SKU-10387,FMCG,Kerala,Kochi,Online,festival,288.16,24,58.0,346,122,5,199.87
2024-01-08,IN-SKU-10388,Staples,Kerala,Thiruvananthapuram,Convenience Store,winter,45.39,35,213.0,307,175,7,272.65
2024-04-15,IN-SKU-10389,Perishables,Tamil Nadu,Coimbatore,Online,summer,203.89,27,316.0,408,78,3,294.97
2025-10-01,IN-SKU-10390,Staples,Karnataka,Mysuru,Convenience Store,festival,360.12,7,280.0,63,158,7,295.13
2025-12-22,IN-SKU-10391,FMCG,Kerala,Kozhikode,Online,winter,236.02,4,34.0,26,177,6,159.04
2024-11-18,IN-SKU-10392,FMCG,Tamil Nadu,Chennai,Convenience Store,festival,99.09,32,111.0,375,91,4,236.12
2024-05-04,IN-SKU-10393,Staples,Telangana,Hyderabad,Hypermarket,summer,648.58,13,54.0,360,77,3,145.98
2023-11-05,IN-SKU-10394,Perishables,Kerala,Kochi,Convenience Store,festival,149.55,21,297.0,269,114,6,297.43
2024-10-24,IN-SKU-10395,FMCG,Karnataka,Bengaluru,Online,festival,372.06,37,278.0,213,47,9,339.64
2023-07-17,IN-SKU-10396,Perishables,Tamil Nadu,Coimbatore,Hypermarket,monsoon,103.8,5,136.0,348,63,7,182.95
2023-06-19,IN-SKU-10397,Home Care,Maharashtra,Mumbai,Hypermarket,summer,564.06,31,294.0,340,166,5,273.33
2025-03-28,IN-SKU-10398,Home Care,Tamil Nadu,Chennai,Supermarket,summer,620.01,11,46.0,37,80,6,117.81
2023-09-19,IN-SKU-10399,FMCG,Kerala,Kozhikode,Hypermarket,monsoon,126.32,11,300.0,21,149,5,255.58
2024-11-02,IN-SKU-10400,Personal Care,Telangana,Hyderabad,Supermarket,festival,576.62,9,287.0,261,168,2,256.6
2024-01-22,IN-SKU-10401,Electronics,Maharashtra,Nagpur,Convenience Store,winter,8239.93,13,155.0,354,64,8,125.83
2025-04-30,IN-SKU-10402,Personal Care,Delhi NCR,Delhi,Supermarket,summer,149.37,27,309.0,259,114,8,252.82
2023-11-30,IN-SKU-10403,FMCG,Maharashtra,Pune,Convenience Store,festival,256.77,33,102.0,32,141,7,242.08
2024-04-25,IN-SKU-10404,Perishables,Maharashtra,Nagpur,Hypermarket,summer,84.24,30,277.0,138,147,5,290.94
2024-08-15,IN-SKU-10405,FMCG,Telangana,Warangal,Supermarket,monsoon,208.08,13,283.0,42,117,8,258.74
2024-06-06,IN-SKU-10406,Perishables,Delhi NCR,Delhi,Hypermarket,summer,74.92,27,58.0,171,175,5,208.84
2025-07-15,IN-SKU-10407,Perishables,Karnataka,Mysuru,Convenience Store,monsoon,248.36,12,116.0,248,169,5,146.87
2023-03-09,IN-SKU-10408,Staples,Tamil Nadu,Chennai,Hypermarket,summer,156.61,7,48.0,159,125,8,160.84
2024-01-19,IN-SKU-10409,Personal Care,Kerala,Kozhikode,Supermarket,winter,,1,245.0,189,178,4,184.12
2024-06-13,IN-SKU-10410,Electronics,Maharashtra,Mumbai,Supermarket,summer,16350.42,17,225.0,44,117,10,117.38
2023-09-22,IN-SKU-10411,Personal Care,Tamil Nadu,Coimbatore,Online,monsoon,697.03,18,317.0,321,123,10,254.34
2024-02-22,IN-SKU-10412,Electronics,Tamil Nadu,Chennai,Hypermarket,winter,18107.15,32,174.0,360,136,7,118.87
2025-05-03,IN-SKU-10413,Perishables,Tamil Nadu,Coimbatore,Convenience Store,summer,216.8,39,300.0,382,73,6,303.25
2025-09-17,IN-SKU-10414,Perishables,Telangana,Warangal,Convenience Store,monsoon,226.91,39,152.0,104,132,9,195.79
2025-05-31,IN-SKU-10415,Personal Care,Karnataka,Bengaluru,Supermarket,summer,796.17,3,112.0,100,123,8,125.82
2025-04-10,IN-SKU-10416,Staples,Kerala,Kochi,Hypermarket,summer,203.3,30,103.0,391,46,4,155.12
2024-06-06,IN-SKU-10417,Perishables,Telangana,Hyderabad,Supermarket,summer,225.41,3,173.0,154,75,9,194.01
2024-12-19,IN-SKU-10418,Personal Care,Delhi NCR,Gurugram,Convenience Store,winter,725.64,39,167.0,301,112,5,177.99
2023-04-25,IN-SKU-10419,Home Care,Delhi NCR,Gurugram,Online,summer,231.55,3,177.0,391,137,5,171.65
2025-10-12,IN-SKU-10420,FMCG,Kerala,Thiruvananthapuram,Supermarket,festival,44.67,28,66.0,244,58,9,210.7
2024-06-22,IN-SKU-10421,Perishables,Tamil Nadu,Coimbatore,Supermarket,summer,73.72,17,113.0,91,113,2,191.46
2024-05-11,IN-SKU-10422,Electronics,Karnataka,Mysuru,Convenience Store,summer,16178.13,25,61.0,245,163,9,39.23
2023-12-06,IN-SKU-10423,Perishables,Kerala,Kozhikode,Convenience Store,winter,238.65,17,250.0,271,101,7,229.33
2024-08-23,IN-SKU-10424,Perishables,Tamil Nadu,Chennai,Supermarket,monsoon,263.26,22,207.0,210,127,7,203.11
2024-09-12,IN-SKU-10425,Staples,Kerala,Kochi,Convenience Store,monsoon,69.16,11,258.0,133,103,8,218.41
2024-07-17,IN-SKU-10426,Electronics,Karnataka,Bengaluru,Hypermarket,monsoon,20678.93,24,231.0,114,114,7,105.86
2024-07-08,IN-SKU-10427,Perishables,Telangana,Warangal,Convenience Store,monsoon,77.17,15,261.0,195,64,5,215.92
2023-01-18,IN-SKU-10428,Personal Care,Kerala,Kozhikode,Hypermarket,winter,857.37,1,117.0,245,82,6,104.28
2025-01-03,IN-SKU-10429,FMCG,Kerala,Kochi,Supermarket,winter,84.75,15,319.0,184,131,7,291.69
2023-06-07,IN-SKU-10430,Personal Care,Maharashtra,Nagpur,Online,summer,658.82,17,159.0,409,83,9,145.29
2023-04-05,IN-SKU-10431,Perishables,Delhi NCR,Noida,Supermarket,summer,192.46,38,174.0,229,141,6,208.04
